/////////////////////////////////////////////////////////////////////////////
//Shop tạo bởi GoldMU.Net [Shop Editor]
//SDT: 0987 819 266
///////////////////////////
//Shop: 010 - Elf Lala
/////////////////////////////////////////////////////////////////////////////
//Group	Index	Level	Dur		Skill	Luck	Option	ExcOpt	Anc		JoH		Oex		Socket1	Socket2	Socket3	Socket4	Socket5	ItemName
/////////////////////////////////////////////////////////////////////////////
//
7		10		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Mũ Trinh Nữ
7		11		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Mũ Lụa
7		13		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Mũ Ngọc Bích
7		14		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Mũ Kim Ngân
8		10		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Áo Trinh Nữ
8		11		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Áo Lụa
8		13		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Áo Ngọc Bích
8		14		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Áo Kim Ngân
9		10		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Quần Trinh Nữ
9		11		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Quần Lụa
9		13		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Quần Ngọc Bích
9		14		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Quần Kim Ngân
10		10		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Tay Trinh Nữ
10		11		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Tay Lụa
10		13		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Tay Ngọc Bích
10		14		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Tay Kim Ngân
11		10		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Giày Trinh Nữ
11		11		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Giày Lụa
11		13		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Giày Ngọc Bích
11		14		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Giày Kim Ngân
12		8		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Ngọc Phục Hồi Máu
12		9		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Ngọc Tăng Phòng Thủ
12		10		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Ngọc Tăng Tấn Công
12		17		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Ngọc Xuyên Tâm Tiễn
12		18		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Ngọc Mũi Tên Băng
12		45		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Ngọc Liên Hoàn Tiễn
12		46		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Ngọc Phục Hồi SD
14		3		0		255		0		0		0		0		0		0		0		255		255		255		255		255		//Bình Máu To
14		6		0		255		0		0		0		0		0		0		0		255		255		255		255		255		//Bình Phép To
end
