/////////////////////////////////////////////////////////////////////////////
//Shop tạo bởi GoldMU.Net [Shop Editor]
//SDT: 0987 819 266
///////////////////////////
//Shop: 018 - Marseille
/////////////////////////////////////////////////////////////////////////////
//Group	Index	Level	Dur		Skill	Luck	Option	ExcOpt	Anc		JoH		Oex		Socket1	Socket2	Socket3	Socket4	Socket5	ItemName
/////////////////////////////////////////////////////////////////////////////
//
7		39		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Mũ Thuật Sĩ
7		40		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Mũ Hỏa Thiên
7		41		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Mũ Ma Pháp
7		42		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Mũ Phục Ma
8		39		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Áo Thuật Sĩ
8		40		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Áo Hỏa Thiên
8		41		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Áo Ma Pháp
8		42		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Áo Phục Ma
9		39		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Quần Thuật Sĩ
9		40		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Quần Hỏa Thiên
9		41		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Quần Ma Pháp
9		42		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Quần Phục Ma
10		39		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Tay Thuật Sĩ
10		40		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Tay Hỏa Thiên
10		41		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Tay Ma Pháp
10		42		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Tay Phục Ma
11		39		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Giày Thuật Sĩ
11		40		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Giày Hỏa Thiên
11		41		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Giày Ma Pháp
11		42		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Giày Phục Ma
15		19		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Sách Lôi Điện
15		20		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Sách Hút Máu
15		21		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Sách Shock Điện
15		22		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Sách Phản Hồi
15		23		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Sách Hộ Công
15		24		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Sách Ru Ngủ
15		26		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Sách Giảm Sức Đánh
15		27		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Sách Giảm Phòng Thủ
5		0		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Quần Phục Ma
5		21		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Quần Phục Ma
5		22		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Quần Phục Ma
5		23		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Quần Phục Ma

end
