// ============================================================================
// SilentDevs NPC Shop Configuration
// Format: Group Index Level Dur Skill Luck Option ExcOpt Anc JoH OpEx Socket1 Socket2 Socket3 Socket4 Socket5
// ============================================================================
7	5	0	0	0	1	1	0	0	0	0	255	255	255	255	255
8	5	0	0	0	1	1	0	0	0	0	255	255	255	255	255
9	5	0	0	0	1	1	0	0	0	0	255	255	255	255	255
10	5	0	0	0	1	1	0	0	0	0	255	255	255	255	255
11	5	0	0	0	1	1	0	0	0	0	255	255	255	255	255
7	0	2	0	0	1	1	0	0	0	0	255	255	255	255	255
8	0	2	0	0	1	1	0	0	0	0	255	255	255	255	255
9	0	2	0	0	1	1	0	0	0	0	255	255	255	255	255
10	0	2	0	0	1	1	0	0	0	0	255	255	255	255	255
11	0	2	0	0	1	1	0	0	0	0	255	255	255	255	255
7	6	3	0	0	1	1	0	0	0	0	255	255	255	255	255
8	6	3	0	0	1	1	0	0	0	0	255	255	255	255	255
9	6	3	0	0	1	1	0	0	0	0	255	255	255	255	255
10	6	3	0	0	1	1	0	0	0	0	255	255	255	255	255
11	6	3	0	0	1	1	0	0	0	0	255	255	255	255	255
7	8	3	0	0	1	1	0	0	0	0	255	255	255	255	255
8	8	3	0	0	1	1	0	0	0	0	255	255	255	255	255
9	8	3	0	0	1	1	0	0	0	0	255	255	255	255	255
10	8	3	0	0	1	1	0	0	0	0	255	255	255	255	255
11	8	3	0	0	1	1	0	0	0	0	255	255	255	255	255
7	9	3	0	0	1	1	0	0	0	0	255	255	255	255	255
8	9	3	0	0	1	1	0	0	0	0	255	255	255	255	255
9	9	3	0	0	1	1	0	0	0	0	255	255	255	255	255
10	9	3	0	0	1	1	0	0	0	0	255	255	255	255	255
11	9	3	0	0	1	1	0	0	0	0	255	255	255	255	255
end
