/////////////////////////////////////////////////////////////////////////////
//Shop tạo bởi GoldMU.Net [Shop Editor]
//SDT: 0987 819 266
///////////////////////////
//Shop: 015 - Fireworks Girl
/////////////////////////////////////////////////////////////////////////////
//Group	Index	Level	Dur		Skill	Luck	Option	ExcOpt	Anc		JoH		Oex		Socket1	Socket2	Socket3	Socket4	Socket5	ItemName
/////////////////////////////////////////////////////////////////////////////
//
7		59		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Mũ Địa Long
7		60		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Mũ Bạch Hổ
7		5		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Mũ Địa Long
7		8		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Mũ Địa Long

8		59		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Áo Địa Long
8		60		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Áo Bạch Hổ
8		5		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Mũ Địa Long
8		8		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Mũ Địa Long

9		59		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Quần Địa Long
9		60		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Quần Bạch Hổ
9		5		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Mũ Địa Long
9		8		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Mũ Địa Long

11		59		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Giày Địa Long
11		60		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Giày Bạch Hổ
11		5		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Mũ Địa Long
11		8		0		0		0		1		0		0		0		0		0		255		255		255		255		255		//Mũ Địa Long

0		32		0		0		1		1		0		0		0		0		0		255		255		255		255		255		//Nắm đấm Địa Long
0		33		0		0		1		1		0		0		0		0		0		255		255		255		255		255		//Nắm đấm Bạch Hổ

15		32		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Sách Gầm Thét
15		33		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Sách Hơi Thở Rồng


15		30		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Sách Vật Ngã
15		31		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Sách Ảo Ảnh Liên Hoàn
15		34		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Sách Xuyên Thấu
15		35		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Sách Tăng Thể Lực
15		36		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Sách Hộ Thân
15		30		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Sách Vật Ngã
15		31		0		0		0		0		0		0		0		0		0		255		255		255		255		255		//Sách Ảo Ảnh Liên Hoàn


end
