// #############################################################################
// # SSeMU MU Online Emulator
// # https://www.ssemu.com.ar
// # https://www.facebook.com/ssemuemulator
// # https://www.youtube.com/@ssemu
// # ---------------------------------------------------------------------------
// # © 2023 SetecSoft Development
// # This file is part of the SSeMU MuOnline Server files.
// #############################################################################

0
// --------------------------------------------------------------
//                [0~30]        [1~255]     [1~255]     [*/0~8]
// MonsterIndex   SpawnRadius   LocationX   LocationY   Direction
// --------------------------------------------------------------
end

1
// ----------------------------------------------------------------------------------------------------------
//                [0~30]        [1~255]       [1~255]       [1~255]     [1~255]     [*/0~8]     [1~1000]
// MonsterIndex   SpawnRadius   RangeStartX   RangeStartY   RangeEndX   RangeEndY   Direction   MaxSpawnCount
// ----------------------------------------------------------------------------------------------------------
end

2
// --------------------------------------------------------------
//                [0~30]        [1~255]     [1~255]     [*/0~8]
// MonsterIndex   SpawnRadius   LocationX   LocationY   Direction
// --------------------------------------------------------------
   193            30            30          75          *
   193            30            35          21          *
   193            30            28          17          *
   193            30            36          11          *
   193            30            51          11          *
   193            30            42          12          *
   193            30            45          22          *
   193            30            52          24          *
   193            30            53          17          *
   193            30            60          9           *
   194            30            67          22          *
   193            30            60          22          *
   194            30            69          9           *
   194            30            74          14          *
   194            30            82          8           *
   194            30            81          19          *
   194            30            86          13          *
   194            30            92          6           *
   194            30            96          16          *
   194            30            99          9           *
   194            30            109         19          *
   192            30            110         9           *
   192            30            118         17          *
   192            30            110         35          *
   192            30            121         27          *
   192            30            119         35          *
   192            30            114         44          *
   190            30            120         50          *
   190            30            105         54          *
   190            30            119         57          *
   190            30            110         65          *
   190            30            121         67          *
   192            30            108         28          *
   190            30            111         72          *
   190            30            105         86          *
   195            30            118         84          *
   190            30            118         95          *
   195            30            104         101         *
   195            30            115         106         *
   195            30            93          96          *
   195            30            93          84          *
   195            30            82          85          *
   195            30            82          77          *
   195            30            74          76          *
   191            30            87          90          *
   191            30            68          77          *
   191            30            63          72          *
   191            30            58          78          *
   190            30            120         75          *
   191            30            57          71          *
   196            30            32          50          *
   196            30            42          51          *
   196            30            38          58          *
   196            30            29          65          *
   196            30            46          66          *
   196            30            42          97          *
   196            30            37          109         *
   196            30            47          107         *
   196            30            53          93          *
   196            30            35          87          *
   197            30            26          76          *
end
