// #############################################################################
// # SSeMU MU Online Emulator
// # https://www.ssemu.com.ar
// # https://www.facebook.com/ssemuemulator
// # https://www.youtube.com/@ssemu
// # ---------------------------------------------------------------------------
// # © 2023 SetecSoft Development
// # This file is part of the SSeMU MuOnline Server files.
// #############################################################################

0
// --------------------------------------------------------------
//                [0~30]        [1~255]     [1~255]     [*/0~8]
// MonsterIndex   SpawnRadius   LocationX   LocationY   Direction
// --------------------------------------------------------------
end

1
// ----------------------------------------------------------------------------------------------------------
//                [0~30]        [1~255]       [1~255]       [1~255]     [1~255]     [*/0~8]     [1~1000]
// MonsterIndex   SpawnRadius   RangeStartX   RangeStartY   RangeEndX   RangeEndY   Direction   MaxSpawnCount
// ----------------------------------------------------------------------------------------------------------
end

2
// --------------------------------------------------------------
//                [0~30]        [1~255]     [1~255]     [*/0~8]
// MonsterIndex   SpawnRadius   LocationX   LocationY   Direction
// --------------------------------------------------------------
   177            30            30          75          *
   177            30            35          21          *
   177            30            28          17          *
   177            30            36          11          *
   177            30            51          11          *
   177            30            42          12          *
   177            30            45          22          *
   177            30            52          24          *
   177            30            53          17          *
   177            30            60          9           *
   178            30            67          22          *
   177            30            60          22          *
   178            30            69          9           *
   178            30            74          14          *
   178            30            82          8           *
   178            30            81          19          *
   178            30            86          13          *
   178            30            92          6           *
   178            30            96          16          *
   178            30            99          9           *
   178            30            109         19          *
   176            30            110         9           *
   176            30            118         17          *
   176            30            110         35          *
   176            30            121         27          *
   176            30            119         35          *
   176            30            114         44          *
   174            30            120         50          *
   174            30            105         54          *
   174            30            119         57          *
   174            30            110         65          *
   174            30            121         67          *
   176            30            108         28          *
   174            30            111         72          *
   174            30            105         86          *
   179            30            118         84          *
   174            30            118         95          *
   179            30            104         101         *
   179            30            115         106         *
   179            30            93          96          *
   179            30            93          84          *
   179            30            82          85          *
   179            30            82          77          *
   179            30            74          76          *
   175            30            87          90          *
   175            30            68          77          *
   175            30            63          72          *
   175            30            58          78          *
   174            30            120         75          *
   175            30            57          71          *
   180            30            32          50          *
   180            30            42          51          *
   180            30            38          58          *
   180            30            29          65          *
   180            30            46          66          *
   180            30            42          97          *
   180            30            37          109         *
   180            30            47          107         *
   180            30            53          93          *
   180            30            35          87          *
   181            30            26          76          *
end
