// #############################################################################
// # SSeMU MU Online Emulator
// # https://www.ssemu.com.ar
// # https://www.facebook.com/ssemuemulator
// # https://www.youtube.com/@ssemu
// # ---------------------------------------------------------------------------
// # © 2023 SetecSoft Development
// # This file is part of the SSeMU MuOnline Server files.
// #############################################################################

0
// --------------------------------------------------------------
//                [0~30]        [1~255]     [1~255]     [*/0~8]
// MonsterIndex   SpawnRadius   LocationX   LocationY   Direction
// --------------------------------------------------------------
end

1
// ----------------------------------------------------------------------------------------------------------
//                [0~30]        [1~255]       [1~255]       [1~255]     [1~255]     [*/0~8]     [1~1000]
// MonsterIndex   SpawnRadius   RangeStartX   RangeStartY   RangeEndX   RangeEndY   Direction   MaxSpawnCount
// ----------------------------------------------------------------------------------------------------------
end

2
// --------------------------------------------------------------
//                [0~30]        [1~255]     [1~255]     [*/0~8]
// MonsterIndex   SpawnRadius   LocationX   LocationY   Direction
// --------------------------------------------------------------
   147            30            30          75          *
   147            30            35          21          *
   147            30            28          17          *
   147            30            36          11          *
   147            30            51          11          *
   147            30            42          12          *
   147            30            45          22          *
   147            30            52          24          *
   147            30            53          17          *
   147            30            60          9           *
   148            30            67          22          *
   147            30            60          22          *
   148            30            69          9           *
   148            30            74          14          *
   148            30            82          8           *
   148            30            81          19          *
   148            30            86          13          *
   148            30            92          6           *
   148            30            96          16          *
   148            30            99          9           *
   148            30            109         19          *
   146            30            110         9           *
   146            30            118         17          *
   146            30            110         35          *
   146            30            121         27          *
   146            30            119         35          *
   146            30            114         44          *
   144            30            120         50          *
   144            30            105         54          *
   144            30            119         57          *
   144            30            110         65          *
   144            30            121         67          *
   146            30            108         28          *
   144            30            111         72          *
   144            30            105         86          *
   149            30            118         84          *
   144            30            118         95          *
   149            30            104         101         *
   149            30            115         106         *
   149            30            93          96          *
   149            30            93          84          *
   149            30            82          85          *
   149            30            82          77          *
   149            30            74          76          *
   145            30            87          90          *
   145            30            68          77          *
   145            30            63          72          *
   145            30            58          78          *
   144            30            120         75          *
   145            30            57          71          *
   160            30            32          50          *
   160            30            42          51          *
   160            30            38          58          *
   160            30            29          65          *
   160            30            46          66          *
   160            30            42          97          *
   160            30            37          109         *
   160            30            47          107         *
   160            30            53          93          *
   160            30            35          87          *
   161            30            26          76          *
end
