// #############################################################################
// # SSeMU MU Online Emulator
// # https://www.ssemu.com.ar
// # https://www.facebook.com/ssemuemulator
// # https://www.youtube.com/@ssemu
// # ---------------------------------------------------------------------------
// # © 2023 SetecSoft Development
// # This file is part of the SSeMU MuOnline Server files.
// #############################################################################

0
// --------------------------------------------------------------
//                [0~30]        [1~255]     [1~255]     [*/0~8]
// MonsterIndex   SpawnRadius   LocationX   LocationY   Direction
// --------------------------------------------------------------
end

1
// ----------------------------------------------------------------------------------------------------------
//                [0~30]        [1~255]       [1~255]       [1~255]     [1~255]     [*/0~8]     [1~1000]
// MonsterIndex   SpawnRadius   RangeStartX   RangeStartY   RangeEndX   RangeEndY   Direction   MaxSpawnCount
// ----------------------------------------------------------------------------------------------------------
end

2
// --------------------------------------------------------------
//                [0~30]        [1~255]     [1~255]     [*/0~8]
// MonsterIndex   SpawnRadius   LocationX   LocationY   Direction
// --------------------------------------------------------------
   185            30            30          75          1
   185            30            35          21          1
   185            30            28          17          1
   185            30            36          11          1
   185            30            51          11          1
   185            30            42          12          1
   185            30            45          22          1
   185            30            52          24          1
   185            30            53          17          1
   185            30            60          9           1
   186            30            67          22          1
   185            30            60          22          1
   186            30            69          9           1
   186            30            74          14          1
   186            30            82          8           1
   186            30            81          19          1
   186            30            86          13          1
   186            30            92          6           1
   186            30            96          16          1
   186            30            99          9           1
   186            30            109         19          1
   184            30            110         9           1
   184            30            118         17          1
   184            30            110         35          1
   184            30            121         27          1
   184            30            119         35          1
   184            30            114         44          1
   182            30            120         50          1
   182            30            105         54          1
   182            30            119         57          1
   182            30            110         65          1
   182            30            121         67          1
   184            30            108         28          1
   182            30            111         72          1
   182            30            105         86          1
   187            30            118         84          1
   182            30            118         95          1
   187            30            104         101         1
   187            30            115         106         1
   187            30            93          96          1
   187            30            93          84          1
   187            30            82          85          1
   187            30            82          77          1
   187            30            74          76          1
   183            30            87          90          1
   183            30            68          77          1
   183            30            63          72          1
   183            30            58          78          1
   182            30            120         75          1
   183            30            57          71          1
   188            30            32          50          1
   188            30            42          51          1
   188            30            38          58          1
   188            30            29          65          1
   188            30            46          66          1
   188            30            42          97          1
   188            30            37          109         1
   188            30            47          107         1
   188            30            53          93          1
   188            30            35          87          1
   189            30            26          76          1
end
