// #############################################################################
// # SSeMU MU Online Emulator
// # https://www.ssemu.com.ar
// # https://www.facebook.com/ssemuemulator
// # https://www.youtube.com/@ssemu
// # ---------------------------------------------------------------------------
// # © 2023 SetecSoft Development
// # This file is part of the SSeMU MuOnline Server files.
// #############################################################################

4
// --------------------------------------------------------------
//                [0~30]        [1~255]     [1~255]     [*/0~8]
// MonsterIndex   SpawnRadius   LocationX   LocationY   Direction
// --------------------------------------------------------------
   162            30            26          105         0
   163            30            26          98          0
   162            30            28          90          0
   163            30            27          86          0
   162            30            28          82          0
   163            30            26          79          0
   162            30            34          78          0
   163            30            33          81          0
   162            30            39          78          0
   163            30            26          77          0
   162            30            38          80          0
   163            30            43          77          0
   162            30            38          86          0
   163            30            43          84          0
   162            30            41          82          0
   163            30            27          94          0
   162            30            32          91          0
   163            30            29          84          0
   162            30            42          90          0
   163            30            44          87          0
   162            30            30          78          0
   163            30            38          92          0
   162            30            40          98          0
   163            30            29          101         0
   162            30            33          103         0
   163            30            38          89          0
   162            30            42          105         0
   163            30            42          99          0
   162            30            35          105         0
   163            30            29          93          0
   162            30            28          97          0
   163            30            26          84          0
   162            30            28          79          0
   162            30            25          82          0
   163            30            29          76          0
   162            30            33          76          0
   163            30            35          79          0
   162            30            31          80          0
   163            30            41          79          0
   162            30            38          76          0
   163            30            36          81          0
   162            30            39          82          0
   163            30            41          86          0
   162            30            42          94          0
   163            30            35          92          0
   162            30            34          90          0
   163            30            38          101         0
   162            30            30          105         0
   163            30            26          102         0
   162            30            28          100         0
   163            30            38          106         0
   162            30            35          102         0
   163            30            42          102         0
   162            30            43          96          0
   163            30            30          88          0
   162            30            25          91          0
   163            30            29          91          0
   162            30            30          98          0
   163            30            41          93          0
   162            30            41          89          0
   163            30            43          91          0
   162            30            39          95          0
   163            30            32          101         0
   162            30            29          103         0
   163            30            33          105         0
   162            30            25          97          0
   163            30            24          94          0
   162            30            27          88          0
   163            30            32          94          0
   162            30            32          89          0
   163            30            36          92          0
   162            30            37          89          0
   163            30            40          91          0
   162            30            38          99          0
   163            30            40          101         0
   162            30            43          81          0
   163            30            36          76          0
   162            30            42          75          0
   163            30            26          75          0
   162            30            24          80          0
   163            30            30          82          0
   162            30            24          89          0
   163            30            24          86          0
   162            30            24          101         0
   163            30            37          104         0
   162            30            41          96          0
   163            30            39          87          0
   162            30            41          76          0
   163            30            38          84          0
   162            30            38          96          0
   163            30            30          95          0
   162            30            32          78          0
   163            30            29          86          0
   162            30            27          104         0
   163            30            40          104         0
   162            30            44          102         0
   163            30            43          98          0
   162            30            39          93          0
   163            30            41          84          0
end
